UF;Municipio;Bairro;Produto;DatadaColeta;ValordeVenda
SP;GUARATINGUETA;PEDREGULHO;GASOLINA ADITIVADA;2022-06-29;6.49
SP;GUARATINGUETA;PEDREGULHO;ETANOL;2022-06-29;4.53
SP;GUARATINGUETA;PEDREGULHO;GASOLINA;2022-06-29;6.39
SP;GUARATINGUETA;SANTA RITA;GASOLINA ADITIVADA;2022-06-29;6.74
SP;GUARATINGUETA;SANTA RITA;ETANOL;2022-06-29;4.79
SP;GUARATINGUETA;SANTA RITA;GASOLINA;2022-06-29;6.59
SP;GUARATINGUETA;BEIRA RIO;ETANOL;2022-06-29;4.79
SP;GUARATINGUETA;BEIRA RIO;GASOLINA;2022-06-29;6.89
SP;GUARULHOS;PARQUE ESTRELA;GASOLINA ADITIVADA;2022-06-27;7.39
SP;GUARULHOS;PARQUE ESTRELA;ETANOL;2022-06-27;4.49
SP;GUARULHOS;PARQUE ESTRELA;GASOLINA;2022-06-27;7.09
SP;GUARULHOS;JD. SANTA FRANCISCA;GASOLINA ADITIVADA;2022-06-27;7.07
SP;GUARULHOS;JD. SANTA FRANCISCA;ETANOL;2022-06-27;4.37
SP;GUARULHOS;JD. SANTA FRANCISCA;GASOLINA;2022-06-27;6.87
SP;GUARULHOS;CIDADE BRASIL;GASOLINA ADITIVADA;2022-06-27;6.99
SP;GUARULHOS;CIDADE BRASIL;ETANOL;2022-06-27;4.39
SP;GUARULHOS;CIDADE BRASIL;GASOLINA;2022-06-27;6.79
SP;GUARULHOS;JD. SANTA FRANCISCA;GASOLINA ADITIVADA;2022-06-27;7.09
SP;GUARULHOS;JD. SANTA FRANCISCA;ETANOL;2022-06-27;4.59
SP;GUARULHOS;JD. SANTA FRANCISCA;GASOLINA;2022-06-27;6.99
SP;GUARULHOS;CONTINENTAL;ETANOL;2022-06-27;4.29
SP;GUARULHOS;CONTINENTAL;GASOLINA;2022-06-27;6.69
SP;GUARULHOS;JARDIM SANTA FRANCISCA;GASOLINA ADITIVADA;2022-06-27;7.19
SP;GUARULHOS;JARDIM SANTA FRANCISCA;ETANOL;2022-06-27;4.49
SP;GUARULHOS;JARDIM SANTA FRANCISCA;GASOLINA;2022-06-27;6.99
SP;GUARULHOS;VILA HERMINIA;GASOLINA ADITIVADA;2022-06-27;6.69
SP;GUARULHOS;VILA HERMINIA;ETANOL;2022-06-27;4.28
SP;GUARULHOS;VILA HERMINIA;GASOLINA;2022-06-27;6.69
SP;GUARULHOS;VILA AUGUSTA;GASOLINA ADITIVADA;2022-06-27;6.99
SP;GUARULHOS;VILA AUGUSTA;ETANOL;2022-06-27;4.29
SP;GUARULHOS;VILA AUGUSTA;GASOLINA;2022-06-27;6.79
SP;GUARULHOS;JD PONTE GRANDE;GASOLINA ADITIVADA;2022-06-27;6.94
SP;GUARULHOS;JD PONTE GRANDE;ETANOL;2022-06-27;4.59
SP;GUARULHOS;JD PONTE GRANDE;GASOLINA;2022-06-27;6.89
SP;GUARULHOS;JD SANTA FRANCISCA;GASOLINA ADITIVADA;2022-06-27;6.94
SP;GUARULHOS;JD SANTA FRANCISCA;ETANOL;2022-06-27;4.59
SP;GUARULHOS;JD SANTA FRANCISCA;GASOLINA;2022-06-27;6.89
SP;GUARULHOS;VILA PEDRO MOREIRA;GASOLINA ADITIVADA;2022-06-27;7.39
SP;GUARULHOS;VILA PEDRO MOREIRA;ETANOL;2022-06-27;4.69
SP;GUARULHOS;VILA PEDRO MOREIRA;GASOLINA;2022-06-27;7.29
SP;GUARULHOS;JD VILA GALVAO;GASOLINA ADITIVADA;2022-06-27;7.39
SP;GUARULHOS;JD VILA GALVAO;ETANOL;2022-06-27;4.79
SP;GUARULHOS;JD VILA GALVAO;GASOLINA;2022-06-27;7.19
SP;GUARULHOS;VILA AUGUSTA;GASOLINA ADITIVADA;2022-06-27;6.69
SP;GUARULHOS;VILA AUGUSTA;ETANOL;2022-06-27;4.19
SP;GUARULHOS;VILA AUGUSTA;GASOLINA;2022-06-27;6.59
SP;GUARULHOS;VILA GALVO;GASOLINA ADITIVADA;2022-06-27;7.19
SP;GUARULHOS;VILA GALVO;ETANOL;2022-06-27;4.39
SP;GUARULHOS;VILA GALVO;GASOLINA;2022-06-27;6.99
SP;GUARULHOS;CENTRO;GASOLINA ADITIVADA;2022-06-27;6.99
SP;GUARULHOS;CENTRO;ETANOL;2022-06-27;4.49
SP;GUARULHOS;CENTRO;GASOLINA;2022-06-27;6.99
SP;GUARULHOS;V. ENDRES;GASOLINA ADITIVADA;2022-06-27;7.29
SP;GUARULHOS;V. ENDRES;ETANOL;2022-06-27;4.49
SP;GUARULHOS;V. ENDRES;GASOLINA;2022-06-27;7.19
SP;GUARULHOS;JARDIM STA FRANCISCA;GASOLINA ADITIVADA;2022-06-27;6.99
SP;GUARULHOS;JARDIM STA FRANCISCA;ETANOL;2022-06-27;4.49
SP;GUARULHOS;JARDIM STA FRANCISCA;GASOLINA;2022-06-27;6.99
SP;HORTOLANDIA;JARDIM SANTA ISABEL;GASOLINA ADITIVADA;2022-06-28;6.89
SP;HORTOLANDIA;JARDIM SANTA ISABEL;ETANOL;2022-06-28;4.29
SP;HORTOLANDIA;JARDIM SANTA ISABEL;GASOLINA;2022-06-28;6.75
SP;HORTOLANDIA;VILA REAL SANTISTA;ETANOL;2022-06-28;4.29
SP;HORTOLANDIA;VILA REAL SANTISTA;GASOLINA;2022-06-28;6.69
SP;HORTOLANDIA;VILA REAL;GASOLINA ADITIVADA;2022-06-28;7.02
SP;HORTOLANDIA;VILA REAL;ETANOL;2022-06-28;4.15
SP;HORTOLANDIA;VILA REAL;GASOLINA;2022-06-28;6.42
SP;HORTOLANDIA;JARDIM SANTA RITA;GASOLINA ADITIVADA;2022-06-28;6.95
SP;HORTOLANDIA;JARDIM SANTA RITA;ETANOL;2022-06-28;4.39
SP;HORTOLANDIA;JARDIM SANTA RITA;GASOLINA;2022-06-28;6.79
SP;HORTOLANDIA;JD STA IZABEL;ETANOL;2022-06-28;4.29
SP;HORTOLANDIA;JD STA IZABEL;GASOLINA;2022-06-28;6.75
SP;HORTOLANDIA;NUCLEO SANTA IZABEL;GASOLINA ADITIVADA;2022-06-28;6.59
SP;HORTOLANDIA;NUCLEO SANTA IZABEL;ETANOL;2022-06-28;4.38
SP;HORTOLANDIA;NUCLEO SANTA IZABEL;GASOLINA;2022-06-28;6.55
SP;IBITINGA;JARDIM MARGARIDA;GASOLINA ADITIVADA;2022-06-30;5.89
SP;IBITINGA;JARDIM MARGARIDA;ETANOL;2022-06-30;4.19
SP;IBITINGA;JARDIM MARGARIDA;GASOLINA;2022-06-30;5.89
SP;IBITINGA;CENTRO;ETANOL;2022-06-30;4.19
SP;IBITINGA;CENTRO;GASOLINA;2022-06-30;6.49
SP;IBITINGA;JARDIM DAS PAINEIRAS II;ETANOL;2022-06-30;3.98
SP;IBITINGA;JARDIM DAS PAINEIRAS II;GASOLINA;2022-06-30;6.44
SP;IBITINGA;CENTRO;GASOLINA ADITIVADA;2022-06-30;6.64
SP;IBITINGA;CENTRO;ETANOL;2022-06-30;4.29
SP;IBITINGA;CENTRO;GASOLINA;2022-06-30;6.54
SP;IBITINGA;NAÇÕES UNIDAS;ETANOL;2022-06-30;4.99
SP;IBITINGA;NAÇÕES UNIDAS;GASOLINA;2022-06-30;6.99
SP;ITANHAEM;NOVA ITANHAEM;GASOLINA ADITIVADA;2022-06-30;7.19
SP;ITANHAEM;NOVA ITANHAEM;ETANOL;2022-06-30;4.99
SP;ITANHAEM;NOVA ITANHAEM;GASOLINA;2022-06-30;7.09
SP;ITANHAEM;CIDADE DE ANCHIETA;GASOLINA ADITIVADA;2022-06-30;6.72
SP;ITANHAEM;CIDADE DE ANCHIETA;ETANOL;2022-06-30;4.79
SP;ITANHAEM;CIDADE DE ANCHIETA;GASOLINA;2022-06-30;6.72
SP;ITANHAEM;CENTRO;GASOLINA ADITIVADA;2022-06-30;7.59
SP;ITANHAEM;CENTRO;ETANOL;2022-06-30;4.89
SP;ITANHAEM;CENTRO;GASOLINA;2022-06-30;7.19
SP;ITANHAEM;CIDADE DE ANCHIETA;GASOLINA ADITIVADA;2022-06-30;6.85
SP;ITANHAEM;CIDADE DE ANCHIETA;ETANOL;2022-06-30;4.8
SP;ITANHAEM;CIDADE DE ANCHIETA;GASOLINA;2022-06-30;6.71
SP;ITAPETININGA;VILA RIO BRANCO;GASOLINA ADITIVADA;2022-06-28;7.09
SP;ITAPETININGA;VILA RIO BRANCO;ETANOL;2022-06-28;4.79
SP;ITAPETININGA;VILA RIO BRANCO;GASOLINA;2022-06-28;6.99
SP;ITAPETININGA;CENTRO;ETANOL;2022-06-28;4.09
SP;ITAPETININGA;CENTRO;GASOLINA;2022-06-28;5.99
SP;ITAPETININGA;CENTRO;ETANOL;2022-06-28;4.19
SP;ITAPETININGA;CENTRO;GASOLINA;2022-06-28;6.09
SP;ITAPETININGA;PARQUE DA LAGOA;GASOLINA ADITIVADA;2022-06-28;7.09
SP;ITAPETININGA;PARQUE DA LAGOA;ETANOL;2022-06-28;4.79
SP;ITAPETININGA;PARQUE DA LAGOA;GASOLINA;2022-06-28;6.99
SP;ITAPETININGA;JARDIM ITALIA;ETANOL;2022-06-29;4.04
SP;ITAPETININGA;JARDIM ITALIA;GASOLINA;2022-06-29;5.94
SP;ITAPETININGA;CHAPADA GRANDE;GASOLINA ADITIVADA;2022-06-29;6.95
SP;ITAPETININGA;CHAPADA GRANDE;ETANOL;2022-06-29;4.5
SP;ITAPETININGA;CHAPADA GRANDE;GASOLINA;2022-06-29;6.89
SP;ITAPETININGA;CENTRO;GASOLINA ADITIVADA;2022-06-29;6.69
SP;ITAPETININGA;CENTRO;ETANOL;2022-06-29;4.69
SP;ITAPETININGA;CENTRO;GASOLINA;2022-06-29;6.59
SP;ITAPETININGA;CENTRO;GASOLINA ADITIVADA;2022-06-29;6.59
SP;ITAPETININGA;CENTRO;ETANOL;2022-06-29;4.49
SP;ITAPETININGA;CENTRO;GASOLINA;2022-06-29;6.49
SP;ITAPETININGA;CENTRO;GASOLINA ADITIVADA;2022-06-28;6.19
SP;ITAPETININGA;CENTRO;ETANOL;2022-06-28;4.29
SP;ITAPETININGA;CENTRO;GASOLINA;2022-06-28;6.19
SP;JABOTICABAL;CENTRO;GASOLINA ADITIVADA;2022-06-30;6.49
SP;JABOTICABAL;CENTRO;ETANOL;2022-06-30;3.99
SP;JABOTICABAL;CENTRO;GASOLINA;2022-06-30;6.49
SP;JABOTICABAL;CENTRO;GASOLINA ADITIVADA;2022-06-30;7.09
SP;JABOTICABAL;CENTRO;ETANOL;2022-06-30;3.99
SP;JABOTICABAL;CENTRO;GASOLINA;2022-06-30;6.99
SP;JABOTICABAL;CENTRO;GASOLINA ADITIVADA;2022-06-30;7.09
SP;JABOTICABAL;CENTRO;ETANOL;2022-06-30;3.99
SP;JABOTICABAL;CENTRO;GASOLINA;2022-06-30;6.99
SP;JABOTICABAL;CENTRO;GASOLINA ADITIVADA;2022-06-30;7.09
SP;JABOTICABAL;CENTRO;ETANOL;2022-06-30;3.99
SP;JABOTICABAL;CENTRO;GASOLINA;2022-06-30;6.99
SP;JABOTICABAL;CENTRO;ETANOL;2022-06-30;4.32
SP;JABOTICABAL;CENTRO;GASOLINA;2022-06-30;6.52
SP;JALES;SANTO EXPEDITO;ETANOL;2022-06-29;4.67
SP;JALES;SANTO EXPEDITO;GASOLINA;2022-06-29;7.07
SP;JALES;CENTRO;GASOLINA ADITIVADA;2022-06-29;7.07
SP;JALES;CENTRO;ETANOL;2022-06-29;4.67
SP;JALES;CENTRO;GASOLINA;2022-06-29;7.07
SP;JALES;JARDIM SANTO EXPEDITO;GASOLINA ADITIVADA;2022-06-29;7.19
SP;JALES;JARDIM SANTO EXPEDITO;ETANOL;2022-06-29;4.69
SP;JALES;JARDIM SANTO EXPEDITO;GASOLINA;2022-06-29;7.09
SP;JALES;LOTEAMENTO AVENIDA;ETANOL;2022-06-29;4.65
SP;JALES;LOTEAMENTO AVENIDA;GASOLINA;2022-06-29;7.05
SP;JALES;CENTRO;GASOLINA ADITIVADA;2022-06-29;7.24
SP;JALES;CENTRO;ETANOL;2022-06-29;4.68
SP;JALES;CENTRO;GASOLINA;2022-06-29;7.09
SP;JALES;JARDIM SAMAMBAIA;GASOLINA ADITIVADA;2022-06-29;7.19
SP;JALES;JARDIM SAMAMBAIA;ETANOL;2022-06-29;4.69
SP;JALES;JARDIM SAMAMBAIA;GASOLINA;2022-06-29;7.09
SP;JAU;JD FERREIRA DIAS;ETANOL;2022-06-28;4.39
SP;JAU;JD. SANTA HELENA;ETANOL;2022-06-28;4.19
SP;JAU;JD. SANTA HELENA;GASOLINA;2022-06-28;6.25
SP;JAU;CENTRO;ETANOL;2022-06-28;4.19
SP;JAU;CENTRO;GASOLINA;2022-06-28;6.25
SP;JAU;CENTRO;ETANOL;2022-06-28;4.19
SP;JAU;CENTRO;GASOLINA;2022-06-28;6.25
SP;JAU;JD OLIMPIA;ETANOL;2022-06-28;4.19
SP;JAU;JD OLIMPIA;GASOLINA;2022-06-28;6.25
SP;JAU;JARDIM AMERICA;ETANOL;2022-06-28;4.19
SP;JAU;JARDIM AMERICA;GASOLINA;2022-06-28;6.25
SP;JOSE BONIFACIO;CENTRO;GASOLINA ADITIVADA;2022-06-29;6.49
SP;JOSE BONIFACIO;CENTRO;ETANOL;2022-06-29;3.98
SP;JOSE BONIFACIO;CENTRO;GASOLINA ADITIVADA;2022-06-29;6.79
SP;JOSE BONIFACIO;CENTRO;ETANOL;2022-06-29;3.98
SP;JOSE BONIFACIO;CENTRO;GASOLINA;2022-06-29;6.79
SP;JOSE BONIFACIO;CENTRO;ETANOL;2022-06-29;3.99
SP;JOSE BONIFACIO;CENTRO;GASOLINA;2022-06-29;6.19
SP;JOSE BONIFACIO;;GASOLINA ADITIVADA;2022-06-29;7.29
SP;JOSE BONIFACIO;;ETANOL;2022-06-29;4.39
SP;JOSE BONIFACIO;;GASOLINA;2022-06-29;7.29
SP;JOSE BONIFACIO;SAO JOSE;GASOLINA ADITIVADA;2022-06-29;6.79
SP;JOSE BONIFACIO;SAO JOSE;ETANOL;2022-06-29;3.99
SP;JOSE BONIFACIO;VILA SAUDADE;ETANOL;2022-06-29;4.09
SP;JOSE BONIFACIO;VILA SAUDADE;GASOLINA;2022-06-29;6.59
SP;JUNDIAI;VILA CANTARUCCI;GASOLINA ADITIVADA;2022-06-29;6.69
SP;JUNDIAI;VILA CANTARUCCI;ETANOL;2022-06-29;4.47
SP;JUNDIAI;VILA CANTARUCCI;GASOLINA;2022-06-29;6.29
SP;JUNDIAI;AGAPEAMA;GASOLINA ADITIVADA;2022-06-29;7.19
SP;JUNDIAI;AGAPEAMA;ETANOL;2022-06-29;4.64
SP;JUNDIAI;AGAPEAMA;GASOLINA;2022-06-29;6.79
SP;JUNDIAI;JARDIM BONFIGLIOLI;GASOLINA ADITIVADA;2022-06-29;6.99
SP;JUNDIAI;JARDIM BONFIGLIOLI;ETANOL;2022-06-29;4.39
SP;JUNDIAI;JARDIM BONFIGLIOLI;GASOLINA;2022-06-29;6.69
SP;JUNDIAI;VIANELO;ETANOL;2022-06-29;4.29
SP;JUNDIAI;VIANELO;GASOLINA;2022-06-29;6.49
SP;JUNDIAI;JARDIM SAO BENTO;GASOLINA ADITIVADA;2022-06-29;6.69
SP;JUNDIAI;JARDIM SAO BENTO;ETANOL;2022-06-29;4.29
SP;JUNDIAI;JARDIM SAO BENTO;GASOLINA;2022-06-29;6.59
SP;JUNDIAI;PONTE SAO JOAO;GASOLINA ADITIVADA;2022-06-29;6.55
SP;JUNDIAI;PONTE SAO JOAO;ETANOL;2022-06-29;4.25
SP;JUNDIAI;PONTE SAO JOAO;GASOLINA;2022-06-29;6.45
SP;JUNDIAI;VILA FORMOSA;GASOLINA ADITIVADA;2022-06-29;6.59
SP;JUNDIAI;VILA FORMOSA;ETANOL;2022-06-29;4.29
SP;JUNDIAI;VILA FORMOSA;GASOLINA;2022-06-29;6.59
SP;JUNDIAI;VILA MARLENE;GASOLINA ADITIVADA;2022-06-29;6.99
SP;JUNDIAI;VILA MARLENE;ETANOL;2022-06-29;4.59
SP;JUNDIAI;VILA MARLENE;GASOLINA;2022-06-29;6.79
SP;JUNDIAI;VILA PROGRESSO;GASOLINA ADITIVADA;2022-06-29;7.24
SP;JUNDIAI;VILA PROGRESSO;ETANOL;2022-06-29;4.79
SP;JUNDIAI;VILA PROGRESSO;GASOLINA;2022-06-29;6.99
SP;JUNDIAI;PONTE DE CAMPINAS;GASOLINA ADITIVADA;2022-06-29;6.75
SP;JUNDIAI;PONTE DE CAMPINAS;ETANOL;2022-06-29;4.49
SP;JUNDIAI;PONTE DE CAMPINAS;GASOLINA;2022-06-29;6.59
SP;JUNDIAI;JARDIM CICA;GASOLINA ADITIVADA;2022-06-29;6.79
SP;JUNDIAI;JARDIM CICA;ETANOL;2022-06-29;4.39
SP;JUNDIAI;JARDIM CICA;GASOLINA;2022-06-29;6.59
SP;JUNDIAI;JARDIM DANUBIO;ETANOL;2022-06-29;4.47
SP;JUNDIAI;JARDIM DANUBIO;GASOLINA;2022-06-29;6.29
SP;JUNDIAI;VILA RAMI;GASOLINA ADITIVADA;2022-06-29;6.69
SP;JUNDIAI;VILA RAMI;ETANOL;2022-06-29;4.39
SP;JUNDIAI;VILA RAMI;GASOLINA;2022-06-29;6.59
SP;JUNDIAI;VILA RAMI;GASOLINA ADITIVADA;2022-06-29;6.49
SP;JUNDIAI;VILA RAMI;ETANOL;2022-06-29;4.39
SP;JUNDIAI;VILA RAMI;GASOLINA;2022-06-29;6.49
SP;MARILIA;JD. AQUARIUS;GASOLINA ADITIVADA;2022-06-27;6.78
SP;MARILIA;JD. AQUARIUS;ETANOL;2022-06-27;4.09
SP;MARILIA;JD. AQUARIUS;GASOLINA;2022-06-27;6.78
SP;MARILIA;BAIRRO MIRANTE;GASOLINA ADITIVADA;2022-06-27;6.59
SP;MARILIA;BAIRRO MIRANTE;ETANOL;2022-06-27;4.09
SP;MARILIA;BAIRRO MIRANTE;GASOLINA;2022-06-27;6.49
SP;MARILIA;PARQUE SAO JORGE;GASOLINA ADITIVADA;2022-06-27;7.19
SP;MARILIA;PARQUE SAO JORGE;ETANOL;2022-06-27;4.09
SP;MARILIA;PARQUE SAO JORGE;GASOLINA;2022-06-27;6.99
SP;MARILIA;PORTAL DO SOL;ETANOL;2022-06-27;5.29
SP;MARILIA;PORTAL DO SOL;GASOLINA;2022-06-27;6.99
SP;MARILIA;JD CONQUISTA;GASOLINA ADITIVADA;2022-06-27;6.45
SP;MARILIA;JD CONQUISTA;ETANOL;2022-06-27;4.05
SP;MARILIA;JD CONQUISTA;GASOLINA;2022-06-27;6.39
SP;MARILIA;PQ DAS INDUSTRIAS;GASOLINA ADITIVADA;2022-06-27;7.05
SP;MARILIA;PQ DAS INDUSTRIAS;ETANOL;2022-06-27;4.09
SP;MARILIA;PQ DAS INDUSTRIAS;GASOLINA;2022-06-27;6.85
SP;MARILIA;JARDIM VISTA ALEGRE;ETANOL;2022-06-27;4.57
SP;MARILIA;JARDIM VISTA ALEGRE;GASOLINA;2022-06-27;7.19
SP;MARILIA;JOCKEI CLUBE;GASOLINA ADITIVADA;2022-06-27;6.97
SP;MARILIA;JOCKEI CLUBE;ETANOL;2022-06-27;4.47
SP;MARILIA;JOCKEI CLUBE;GASOLINA;2022-06-27;6.87
SP;MARILIA;JARDIM CONTINENTAL;ETANOL;2022-06-27;4.0
SP;MARILIA;JARDIM CONTINENTAL;GASOLINA;2022-06-27;6.2
SP;MATAO;JARDIM PEREIRA;ETANOL;2022-06-30;3.9
SP;MATAO;JARDIM PEREIRA;GASOLINA;2022-06-30;5.6
SP;MATAO;VILA SANTA CRUZ;ETANOL;2022-06-30;4.05
SP;MATAO;VILA SANTA CRUZ;GASOLINA;2022-06-30;6.15
SP;MATAO;CENTRO;GASOLINA ADITIVADA;2022-06-30;7.5
SP;MATAO;CENTRO;ETANOL;2022-06-30;3.95
SP;MATAO;CENTRO;GASOLINA;2022-06-30;5.63
SP;MATAO;CENTRO;ETANOL;2022-06-30;3.95
SP;MATAO;CENTRO;GASOLINA;2022-06-30;5.63
SP;MATAO;JARDIM DO BOSQUE;GASOLINA ADITIVADA;2022-06-30;5.59
SP;MATAO;JARDIM DO BOSQUE;ETANOL;2022-06-30;3.89
SP;MATAO;JARDIM DO BOSQUE;GASOLINA;2022-06-30;5.59
SP;MATAO;CENTRO;ETANOL;2022-06-30;3.95
SP;MATAO;CENTRO;GASOLINA;2022-06-30;5.64
SP;MATAO;CENTRO;GASOLINA ADITIVADA;2022-06-30;6.49
SP;MATAO;CENTRO;ETANOL;2022-06-30;4.29
SP;MATAO;CENTRO;GASOLINA;2022-06-30;6.39
SP;MATAO;VILA PEREIRA;GASOLINA ADITIVADA;2022-06-30;5.6
SP;MATAO;VILA PEREIRA;ETANOL;2022-06-30;3.9
SP;MATAO;VILA PEREIRA;GASOLINA;2022-06-30;5.6
SP;MATAO;NOVA MATAO;GASOLINA ADITIVADA;2022-06-30;6.49
SP;MATAO;NOVA MATAO;ETANOL;2022-06-30;4.29
SP;MATAO;NOVA MATAO;GASOLINA;2022-06-30;6.39
SP;MATAO;PARK IMPERADOR;GASOLINA ADITIVADA;2022-06-30;6.59
SP;MATAO;PARK IMPERADOR;ETANOL;2022-06-30;4.19
SP;MATAO;PARK IMPERADOR;GASOLINA;2022-06-30;6.59
SP;MATAO;BAIRRO ALTO;ETANOL;2022-06-30;3.95
SP;MATAO;BAIRRO ALTO;GASOLINA;2022-06-30;5.64
SP;MAUA;CENTRO;GASOLINA ADITIVADA;2022-06-29;6.69
SP;MAUA;CENTRO;ETANOL;2022-06-29;4.35
SP;MAUA;CENTRO;GASOLINA;2022-06-29;6.39
SP;MAUA;JARDIM GUAPITUBA;GASOLINA ADITIVADA;2022-06-29;6.14
SP;MAUA;JARDIM GUAPITUBA;ETANOL;2022-06-29;4.09
SP;MAUA;JARDIM GUAPITUBA;GASOLINA;2022-06-29;6.09
SP;MAUA;CENTRO;GASOLINA ADITIVADA;2022-06-29;6.79
SP;MAUA;CENTRO;ETANOL;2022-06-29;4.59
SP;MAUA;CENTRO;GASOLINA;2022-06-29;6.49
SP;MIRASSOL;RESIDENCIAL CELINA DALUL;ETANOL;2022-06-28;3.99
SP;MIRASSOL;RESIDENCIAL CELINA DALUL;GASOLINA;2022-06-28;6.69
SP;MIRASSOL;PERIMETRO URBANO;GASOLINA ADITIVADA;2022-06-28;6.79
SP;MIRASSOL;PERIMETRO URBANO;ETANOL;2022-06-28;4.19
SP;MIRASSOL;PORTAL;GASOLINA ADITIVADA;2022-06-28;6.85
SP;MIRASSOL;PORTAL;ETANOL;2022-06-28;3.99
SP;MIRASSOL;PORTAL;GASOLINA;2022-06-28;6.79
SP;MOCOCA;S.DOMINGOS;ETANOL;2022-06-29;4.49
SP;MOCOCA;S.DOMINGOS;GASOLINA;2022-06-29;6.95
SP;MOCOCA;JARDIM STA CECILIA;GASOLINA ADITIVADA;2022-06-29;6.92
SP;MOCOCA;JARDIM STA CECILIA;ETANOL;2022-06-29;4.46
SP;MOCOCA;JARDIM STA CECILIA;GASOLINA;2022-06-29;6.92
SP;MOCOCA;;GASOLINA ADITIVADA;2022-06-28;7.18
SP;MOCOCA;;ETANOL;2022-06-28;4.64
SP;MOCOCA;;GASOLINA;2022-06-28;7.05
SP;MOCOCA;JARDIM LAVINIA;GASOLINA ADITIVADA;2022-06-28;7.15
SP;MOCOCA;JARDIM LAVINIA;ETANOL;2022-06-28;4.64
SP;MOCOCA;JARDIM LAVINIA;GASOLINA;2022-06-28;7.05
SP;MOCOCA;JARDIM LAVINIA;GASOLINA ADITIVADA;2022-06-28;7.18
SP;MOCOCA;JARDIM LAVINIA;ETANOL;2022-06-28;4.64
SP;MOCOCA;JARDIM LAVINIA;GASOLINA;2022-06-28;7.05
SP;MOCOCA;JARDIM LAVINIA;GASOLINA ADITIVADA;2022-06-28;7.09
SP;MOCOCA;JARDIM LAVINIA;ETANOL;2022-06-28;4.65
SP;MOCOCA;JARDIM LAVINIA;GASOLINA;2022-06-28;6.99
SP;MOCOCA;JARDIM LAVINIA;ETANOL;2022-06-27;4.49
SP;MOCOCA;JARDIM LAVINIA;GASOLINA;2022-06-27;6.95
SP;MOCOCA;SANTA CRUZ;ETANOL;2022-06-27;4.46
SP;MOCOCA;SANTA CRUZ;GASOLINA;2022-06-27;6.92
SP;MOGI GUACU;JARDIM NOSSA SENHORA DAS GRACAS;GASOLINA ADITIVADA;2022-06-30;6.19
SP;MOGI GUACU;JARDIM NOSSA SENHORA DAS GRACAS;ETANOL;2022-06-30;4.19
SP;MOGI GUACU;JARDIM NOSSA SENHORA DAS GRACAS;GASOLINA;2022-06-30;6.09
SP;MOGI DAS CRUZES;MOGI MODERNO;GASOLINA ADITIVADA;2022-06-28;6.74
SP;MOGI DAS CRUZES;MOGI MODERNO;ETANOL;2022-06-28;4.59
SP;MOGI DAS CRUZES;MOGI MODERNO;GASOLINA;2022-06-28;6.59
SP;MOGI DAS CRUZES;CENTRO;GASOLINA ADITIVADA;2022-06-28;6.67
SP;MOGI DAS CRUZES;CENTRO;ETANOL;2022-06-28;4.49
SP;MOGI DAS CRUZES;CENTRO;GASOLINA;2022-06-28;6.57
SP;MOGI DAS CRUZES;VILA VITÓRIA;GASOLINA ADITIVADA;2022-06-28;6.89
SP;MOGI DAS CRUZES;VILA VITÓRIA;ETANOL;2022-06-28;4.79
SP;MOGI DAS CRUZES;VILA VITÓRIA;GASOLINA;2022-06-28;6.79
SP;MOGI DAS CRUZES;CENTRO;GASOLINA ADITIVADA;2022-06-28;6.99
SP;MOGI DAS CRUZES;CENTRO;ETANOL;2022-06-28;4.79
SP;MOGI DAS CRUZES;CENTRO;GASOLINA;2022-06-28;6.79
SP;MOGI DAS CRUZES;CENTRO;GASOLINA ADITIVADA;2022-06-28;6.87
SP;MOGI DAS CRUZES;CENTRO;ETANOL;2022-06-28;4.49
SP;MOGI DAS CRUZES;CENTRO;GASOLINA;2022-06-28;6.579
SP;MOGI DAS CRUZES;MOGI MODERNO;GASOLINA ADITIVADA;2022-06-28;6.69
SP;MOGI DAS CRUZES;MOGI MODERNO;ETANOL;2022-06-28;4.59
SP;MOGI DAS CRUZES;MOGI MODERNO;GASOLINA;2022-06-28;6.59
SP;MOGI DAS CRUZES;VL VITORIA;ETANOL;2022-06-28;4.49
SP;MOGI DAS CRUZES;VL VITORIA;GASOLINA;2022-06-28;6.53
SP;MOGI DAS CRUZES;MOGI MODERNO;GASOLINA ADITIVADA;2022-06-28;6.77
SP;MOGI DAS CRUZES;MOGI MODERNO;ETANOL;2022-06-28;4.49
SP;MOGI DAS CRUZES;MOGI MODERNO;GASOLINA;2022-06-28;6.57
SP;MOGI DAS CRUZES;VL MOGI MODERNO;GASOLINA ADITIVADA;2022-06-28;6.99
SP;MOGI DAS CRUZES;VL MOGI MODERNO;ETANOL;2022-06-28;4.49
SP;MOGI DAS CRUZES;VL MOGI MODERNO;GASOLINA;2022-06-28;6.79
SP;MOGI GUACU;JARDIM IGACABA;ETANOL;2022-06-30;4.15
SP;MOGI GUACU;JARDIM IGACABA;GASOLINA;2022-06-30;6.35
SP;MOGI GUACU;CENTRO;GASOLINA ADITIVADA;2022-06-30;6.39
SP;MOGI GUACU;CENTRO;ETANOL;2022-06-30;4.39
SP;MOGI GUACU;CENTRO;GASOLINA;2022-06-30;6.29
SP;MOGI GUACU;CHACARA NOVA ODESSA;GASOLINA ADITIVADA;2022-06-30;6.19
SP;MOGI GUACU;CHACARA NOVA ODESSA;ETANOL;2022-06-30;4.49
