UF;Municipio;Bairro;Produto;DatadaColeta;ValordeVenda
SP;ASSIS;VILA SANTA CECILIA;GASOLINA ADITIVADA;2022-08-06;7.9
SP;ASSIS;VILA SANTA CECILIA;ETANOL;2022-08-06;5.19
SP;ASSIS;VILA SANTA CECILIA;GASOLINA;2022-08-06;7.6
SP;BIRIGUI;JARDIM SAO CONRADO;GASOLINA;2022-09-06;6.94
SP;BIRIGUI;JARDIM SAO CONRADO;ETANOL;2022-09-06;4.45
SP;BIRIGUI;JARDIM SAO CONRADO;GASOLINA ADITIVADA;2022-09-06;6.96
SP;BARRETOS;CENTRO;ETANOL;2022-08-06;4.49
SP;BARRETOS;CENTRO;GASOLINA;2022-08-06;6.69
SP;BARRETOS;CITY BARRETOS;GASOLINA ADITIVADA;2022-08-06;7.99
SP;BARRETOS;CITY BARRETOS;ETANOL;2022-08-06;5.29
SP;BARRETOS;CITY BARRETOS;GASOLINA;2022-08-06;7.89
SP;BARRETOS;LOS ANGELES;GASOLINA ADITIVADA;2022-08-06;7.29
SP;BARRETOS;LOS ANGELES;ETANOL;2022-08-06;4.69
SP;BARRETOS;ALVORADA;ETANOL;2022-08-06;4.99
SP;BARRETOS;ALVORADA;GASOLINA;2022-08-06;7.1
SP;BARRETOS;CENTRO;GASOLINA ADITIVADA;2022-08-06;7.05
SP;BARRETOS;CENTRO;ETANOL;2022-08-06;4.7
SP;BARRETOS;CENTRO;GASOLINA;2022-08-06;7.05
SP;BARRETOS;SAO BENEDITO;GASOLINA ADITIVADA;2022-08-06;7.49
SP;BARRETOS;SAO BENEDITO;ETANOL;2022-08-06;4.79
SP;BARRETOS;SAO BENEDITO;GASOLINA;2022-08-06;7.29
SP;BARRETOS;AMERICA;GASOLINA;2022-09-06;7.89
SP;BARRETOS;AMERICA;ETANOL;2022-09-06;4.99
SP;BARRETOS;AMERICA;GASOLINA ADITIVADA;2022-09-06;8.09
SP;BARUERI;BETHAVILLE;GASOLINA;2022-09-06;7.19
SP;BARUERI;BETHAVILLE;ETANOL;2022-09-06;4.99
SP;BARUERI;CENTRO;GASOLINA;2022-09-06;6.39
SP;BARUERI;CENTRO;ETANOL;2022-09-06;4.19
SP;BARUERI;PARQUE DOS CAMARGO;GASOLINA;2022-09-06;6.59
SP;BARUERI;PARQUE DOS CAMARGO;ETANOL;2022-09-06;4.39
SP;BARUERI;PARQUE DOS CAMARGO;GASOLINA ADITIVADA;2022-09-06;6.99
SP;BARUERI;CENTRO;GASOLINA;2022-09-06;6.99
SP;BARUERI;CENTRO;ETANOL;2022-09-06;4.99
SP;BARUERI;CENTRO;GASOLINA ADITIVADA;2022-09-06;7.29
SP;BARUERI;CENTRO;GASOLINA;2022-09-06;6.99
SP;BARUERI;CENTRO;ETANOL;2022-09-06;4.69
SP;BARUERI;CENTRO;GASOLINA ADITIVADA;2022-09-06;7.29
SP;BARUERI;JD. BEL VAL;GASOLINA;2022-09-06;6.99
SP;BARUERI;JD. BEL VAL;ETANOL;2022-09-06;4.69
SP;BARUERI;JD. BEL VAL;GASOLINA ADITIVADA;2022-09-06;7.29
SP;BARUERI;JARDIM BELVAL;GASOLINA;2022-09-06;6.99
SP;BARUERI;JARDIM BELVAL;ETANOL;2022-09-06;4.69
SP;BARUERI;JARDIM BELVAL;GASOLINA ADITIVADA;2022-09-06;7.29
SP;BARUERI;JARDIM JULIO;GASOLINA;2022-09-06;6.79
SP;BARUERI;JARDIM JULIO;ETANOL;2022-09-06;4.49
SP;BEBEDOURO;CENTRO;GASOLINA ADITIVADA;2022-07-06;7.19
SP;BEBEDOURO;CENTRO;ETANOL;2022-07-06;4.55
SP;BEBEDOURO;CENTRO;GASOLINA;2022-07-06;6.99
SP;BEBEDOURO;JARDIM PARAÍSO;ETANOL;2022-07-06;4.49
SP;BEBEDOURO;JARDIM PARAÍSO;GASOLINA;2022-07-06;6.99
SP;BEBEDOURO;CENTRO;GASOLINA ADITIVADA;2022-07-06;7.19
SP;BEBEDOURO;CENTRO;ETANOL;2022-07-06;4.47
SP;BEBEDOURO;CENTRO;GASOLINA;2022-07-06;6.99
SP;BEBEDOURO;CENTRO;GASOLINA ADITIVADA;2022-07-06;6.99
SP;BEBEDOURO;CENTRO;ETANOL;2022-07-06;4.59
SP;BEBEDOURO;CENTRO;GASOLINA;2022-07-06;6.95
SP;BEBEDOURO;JD. CIRANDA;GASOLINA ADITIVADA;2022-07-06;7.19
SP;BEBEDOURO;JD. CIRANDA;ETANOL;2022-07-06;4.49
SP;BEBEDOURO;JD. CIRANDA;GASOLINA;2022-07-06;6.99
SP;BIRIGUI;JARDIM SAO BRAZ;GASOLINA;2022-09-06;6.99
SP;BIRIGUI;JARDIM SAO BRAZ;ETANOL;2022-09-06;4.34
SP;BIRIGUI;RESIDENCIAL MONTE LIBANO;GASOLINA;2022-09-06;7.09
SP;BIRIGUI;RESIDENCIAL MONTE LIBANO;ETANOL;2022-09-06;4.49
SP;BIRIGUI;PARQUE R PINHEIROS;GASOLINA;2022-09-06;6.89
SP;BIRIGUI;PARQUE R PINHEIROS;ETANOL;2022-09-06;4.49
SP;BIRIGUI;PARQUE R PINHEIROS;GASOLINA ADITIVADA;2022-09-06;6.99
SP;BIRIGUI;JARDIM SAO BRAZ;GASOLINA;2022-09-06;6.84
SP;BIRIGUI;JARDIM SAO BRAZ;ETANOL;2022-09-06;4.39
SP;BIRIGUI;JARDIM SAO BRAZ;GASOLINA ADITIVADA;2022-09-06;6.99
SP;BIRIGUI;JARDIM SAO BRAZ;GASOLINA;2022-09-06;6.89
SP;BIRIGUI;JARDIM SAO BRAZ;ETANOL;2022-09-06;4.39
SP;BOTUCATU;VILA MARIA;GASOLINA;2022-09-06;6.88
SP;BOTUCATU;VILA MARIA;ETANOL;2022-09-06;4.79
SP;BOTUCATU;VILA MARIA;GASOLINA ADITIVADA;2022-09-06;6.95
SP;BOTUCATU;VILA CIDADE JARDIM;GASOLINA;2022-09-06;6.79
SP;BOTUCATU;VILA CIDADE JARDIM;ETANOL;2022-09-06;4.69
SP;BOTUCATU;VILA CIDADE JARDIM;GASOLINA ADITIVADA;2022-09-06;6.81
SP;BOTUCATU;CENTRO;GASOLINA;2022-09-06;6.79
SP;BOTUCATU;CENTRO;ETANOL;2022-09-06;4.69
SP;BOTUCATU;CENTRO;GASOLINA;2022-09-06;6.89
SP;BOTUCATU;CENTRO;ETANOL;2022-09-06;4.79
SP;BOTUCATU;CENTRO;GASOLINA;2022-09-06;6.89
SP;BOTUCATU;CENTRO;ETANOL;2022-09-06;4.79
SP;BOTUCATU;CENTRO;GASOLINA ADITIVADA;2022-09-06;7.05
SP;BOTUCATU;CENTRO;GASOLINA;2022-09-06;6.88
SP;BOTUCATU;CENTRO;ETANOL;2022-09-06;4.79
SP;BOTUCATU;CENTRO;GASOLINA ADITIVADA;2022-09-06;6.95
SP;BRAGANCA PAULISTA;CAMPO NOVO;GASOLINA ADITIVADA;2022-07-06;7.29
SP;BRAGANCA PAULISTA;CAMPO NOVO;ETANOL;2022-07-06;4.89
SP;BRAGANCA PAULISTA;CAMPO NOVO;GASOLINA;2022-07-06;6.99
SP;BRAGANCA PAULISTA;CENTRO;GASOLINA ADITIVADA;2022-07-06;7.29
SP;BRAGANCA PAULISTA;CENTRO;ETANOL;2022-07-06;4.79
SP;BRAGANCA PAULISTA;CENTRO;GASOLINA;2022-07-06;6.99
SP;BRAGANCA PAULISTA;CENTRO;ETANOL;2022-07-06;4.79
SP;BRAGANCA PAULISTA;CENTRO;GASOLINA;2022-07-06;6.99
SP;BRAGANCA PAULISTA;LAVAPES;ETANOL;2022-07-06;4.68
SP;BRAGANCA PAULISTA;LAVAPES;GASOLINA;2022-07-06;6.76
SP;BRAGANCA PAULISTA;JARDIM SAO MIGUEL;ETANOL;2022-07-06;4.59
SP;BRAGANCA PAULISTA;JARDIM SAO MIGUEL;GASOLINA;2022-07-06;6.65
SP;BRAGANCA PAULISTA;CENTRO;GASOLINA ADITIVADA;2022-07-06;6.69
SP;BRAGANCA PAULISTA;CENTRO;ETANOL;2022-07-06;4.69
SP;BRAGANCA PAULISTA;CENTRO;GASOLINA;2022-07-06;6.69
SP;BRAGANCA PAULISTA;TABOAO;GASOLINA ADITIVADA;2022-07-06;6.69
SP;BRAGANCA PAULISTA;TABOAO;ETANOL;2022-07-06;4.69
SP;BRAGANCA PAULISTA;TABOAO;GASOLINA;2022-07-06;6.69
SP;BRAGANCA PAULISTA;TABOAO;ETANOL;2022-07-06;4.69
SP;BRAGANCA PAULISTA;TABOAO;GASOLINA;2022-07-06;6.69
SP;BRAGANCA PAULISTA;TABOAO;ETANOL;2022-07-06;4.69
SP;BRAGANCA PAULISTA;TABOAO;GASOLINA;2022-07-06;6.69
SP;CAMPINAS;FAZENDA SANTANA;GASOLINA;2022-06-06;6.67
SP;CAMPINAS;FAZENDA SANTANA;ETANOL;2022-06-06;4.47
SP;CAMPINAS;FAZENDA SANTANA;GASOLINA ADITIVADA;2022-06-06;6.87
SP;CAMPINAS;JD.APARECIDA;GASOLINA;2022-06-06;6.39
SP;CAMPINAS;JD.APARECIDA;ETANOL;2022-06-06;4.19
SP;CAMPINAS;JD.APARECIDA;GASOLINA ADITIVADA;2022-06-06;6.49
SP;CAMPINAS;JARDIM SANTA MONICA;GASOLINA;2022-06-06;6.89
SP;CAMPINAS;JARDIM SANTA MONICA;ETANOL;2022-06-06;4.59
SP;CAMPINAS;JARDIM SANTA MONICA;GASOLINA ADITIVADA;2022-06-06;7.09
SP;CAMPINAS;CHACARA PRIMAVERA;GASOLINA;2022-06-06;6.89
SP;CAMPINAS;CHACARA PRIMAVERA;ETANOL;2022-06-06;4.79
SP;CAMPINAS;CHACARA PRIMAVERA;GASOLINA ADITIVADA;2022-06-06;7.09
SP;CAMPINAS;TAQUARAL;GASOLINA;2022-06-06;6.57
SP;CAMPINAS;TAQUARAL;ETANOL;2022-06-06;4.29
SP;CAMPINAS;JARDIM LEONOR;GASOLINA;2022-06-06;6.59
SP;CAMPINAS;JARDIM LEONOR;ETANOL;2022-06-06;4.59
SP;CAMPINAS;JARDIM LEONOR;GASOLINA ADITIVADA;2022-06-06;6.59
SP;CAMPINAS;JD DOM BOSCO;GASOLINA;2022-06-06;6.59
SP;CAMPINAS;JD DOM BOSCO;ETANOL;2022-06-06;4.39
SP;CAMPINAS;JD DOM BOSCO;GASOLINA ADITIVADA;2022-06-06;6.69
SP;CAMPINAS;TAQUARAL;GASOLINA;2022-06-06;6.79
SP;CAMPINAS;TAQUARAL;ETANOL;2022-06-06;4.79
SP;CAMPINAS;TAQUARAL;GASOLINA ADITIVADA;2022-06-06;6.99
